date,ageGroup,vaxxed
07/05/2021,5 - 11 Years,0.007
07/05/2021,12 - 17 Years,0.369
07/05/2021,18 - 24 Years,0.503
07/05/2021,25 - 49 Years,0.583
07/05/2021,50 - 64 Years,0.744
07/05/2021,65+ Years,0.885
07/04/2021,<2 Years,0
07/04/2021,2 - 4 Years,0
07/04/2021,5 - 11 Years,0.007
07/04/2021,12 - 17 Years,0.367
07/04/2021,18 - 24 Years,0.502
07/04/2021,25 - 49 Years,0.582
07/04/2021,50 - 64 Years,0.743
07/04/2021,65+ Years,0.885
07/03/2021,<2 Years,0
07/03/2021,2 - 4 Years,0
07/03/2021,5 - 11 Years,0.007
07/03/2021,12 - 17 Years,0.367
07/03/2021,18 - 24 Years,0.502
07/03/2021,25 - 49 Years,0.582
07/03/2021,50 - 64 Years,0.743
07/03/2021,65+ Years,0.885
07/02/2021,<2 Years,0
07/02/2021,2 - 4 Years,0
07/02/2021,5 - 11 Years,0.007
07/02/2021,12 - 17 Years,0.366
07/02/2021,18 - 24 Years,0.501
07/02/2021,25 - 49 Years,0.581
07/02/2021,50 - 64 Years,0.743
07/02/2021,65+ Years,0.885
07/01/2021,<2 Years,0
07/01/2021,2 - 4 Years,0
07/01/2021,5 - 11 Years,0.007
07/01/2021,12 - 17 Years,0.363
07/01/2021,18 - 24 Years,0.5
07/01/2021,25 - 49 Years,0.58
07/01/2021,50 - 64 Years,0.742
07/01/2021,65+ Years,0.884
06/30/2021,<2 Years,0
06/30/2021,2 - 4 Years,0
06/30/2021,5 - 11 Years,0.007
06/30/2021,12 - 17 Years,0.361
06/30/2021,18 - 24 Years,0.498
06/30/2021,25 - 49 Years,0.579
06/30/2021,50 - 64 Years,0.741
06/30/2021,65+ Years,0.884
06/29/2021,<2 Years,0
06/29/2021,2 - 4 Years,0
06/29/2021,5 - 11 Years,0.006
06/29/2021,12 - 17 Years,0.358
06/29/2021,18 - 24 Years,0.497
06/29/2021,25 - 49 Years,0.578
06/29/2021,50 - 64 Years,0.74
06/29/2021,65+ Years,0.883
06/28/2021,<2 Years,0
06/28/2021,2 - 4 Years,0
06/28/2021,5 - 11 Years,0.006
06/28/2021,12 - 17 Years,0.356
06/28/2021,18 - 24 Years,0.495
06/28/2021,25 - 49 Years,0.577
06/28/2021,50 - 64 Years,0.739
06/28/2021,65+ Years,0.883
06/27/2021,<2 Years,0
06/27/2021,2 - 4 Years,0
06/27/2021,5 - 11 Years,0.006
06/27/2021,12 - 17 Years,0.354
06/27/2021,18 - 24 Years,0.494
06/27/2021,25 - 49 Years,0.576
06/27/2021,50 - 64 Years,0.739
06/27/2021,65+ Years,0.883
06/26/2021,<2 Years,0
06/26/2021,2 - 4 Years,0
06/26/2021,5 - 11 Years,0.006
06/26/2021,12 - 17 Years,0.353
06/26/2021,18 - 24 Years,0.493
06/26/2021,25 - 49 Years,0.575
06/26/2021,50 - 64 Years,0.738
06/26/2021,65+ Years,0.883
06/25/2021,<2 Years,0
06/25/2021,2 - 4 Years,0
06/25/2021,5 - 11 Years,0.006
06/25/2021,12 - 17 Years,0.351
06/25/2021,18 - 24 Years,0.492
06/25/2021,25 - 49 Years,0.575
06/25/2021,50 - 64 Years,0.738
06/25/2021,65+ Years,0.882
06/24/2021,<2 Years,0
06/24/2021,2 - 4 Years,0
06/24/2021,5 - 11 Years,0.006
06/24/2021,12 - 17 Years,0.348
06/24/2021,18 - 24 Years,0.491
06/24/2021,25 - 49 Years,0.573
06/24/2021,50 - 64 Years,0.737
06/24/2021,65+ Years,0.882
06/23/2021,<2 Years,0
06/23/2021,2 - 4 Years,0
06/23/2021,5 - 11 Years,0.006
06/23/2021,12 - 17 Years,0.346
06/23/2021,18 - 24 Years,0.489
06/23/2021,25 - 49 Years,0.572
06/23/2021,50 - 64 Years,0.736
06/23/2021,65+ Years,0.881
06/22/2021,<2 Years,0
06/22/2021,2 - 4 Years,0
06/22/2021,5 - 11 Years,0.006
06/22/2021,12 - 17 Years,0.343
06/22/2021,18 - 24 Years,0.488
06/22/2021,25 - 49 Years,0.571
06/22/2021,50 - 64 Years,0.735
06/22/2021,65+ Years,0.881
06/21/2021,<2 Years,0
06/21/2021,2 - 4 Years,0
06/21/2021,5 - 11 Years,0.006
06/21/2021,12 - 17 Years,0.34
06/21/2021,18 - 24 Years,0.486
06/21/2021,25 - 49 Years,0.57
06/21/2021,50 - 64 Years,0.734
06/21/2021,65+ Years,0.88
06/20/2021,<2 Years,0
06/20/2021,2 - 4 Years,0
06/20/2021,5 - 11 Years,0.006
06/20/2021,12 - 17 Years,0.338
06/20/2021,18 - 24 Years,0.485
06/20/2021,25 - 49 Years,0.569
06/20/2021,50 - 64 Years,0.733
06/20/2021,65+ Years,0.88
06/19/2021,<2 Years,0
06/19/2021,2 - 4 Years,0
06/19/2021,5 - 11 Years,0.006
06/19/2021,12 - 17 Years,0.337
06/19/2021,18 - 24 Years,0.484
06/19/2021,25 - 49 Years,0.568
06/19/2021,50 - 64 Years,0.733
06/19/2021,65+ Years,0.88
06/18/2021,<2 Years,0
06/18/2021,2 - 4 Years,0
06/18/2021,5 - 11 Years,0.006
06/18/2021,12 - 17 Years,0.335
06/18/2021,18 - 24 Years,0.483
06/18/2021,25 - 49 Years,0.568
06/18/2021,50 - 64 Years,0.732
06/18/2021,65+ Years,0.88
06/17/2021,<2 Years,0
06/17/2021,2 - 4 Years,0
06/17/2021,5 - 11 Years,0.006
06/17/2021,12 - 17 Years,0.332
06/17/2021,18 - 24 Years,0.481
06/17/2021,25 - 49 Years,0.566
06/17/2021,50 - 64 Years,0.731
06/17/2021,65+ Years,0.879
06/16/2021,<2 Years,0
06/16/2021,2 - 4 Years,0
06/16/2021,5 - 11 Years,0.006
06/16/2021,12 - 17 Years,0.329
06/16/2021,18 - 24 Years,0.48
06/16/2021,25 - 49 Years,0.565
06/16/2021,50 - 64 Years,0.73
06/16/2021,65+ Years,0.879
06/15/2021,<2 Years,0
06/15/2021,2 - 4 Years,0
06/15/2021,5 - 11 Years,0.005
06/15/2021,12 - 17 Years,0.326
06/15/2021,18 - 24 Years,0.478
06/15/2021,25 - 49 Years,0.564
06/15/2021,50 - 64 Years,0.729
06/15/2021,65+ Years,0.878
06/14/2021,<2 Years,0
06/14/2021,2 - 4 Years,0
06/14/2021,5 - 11 Years,0.005
06/14/2021,12 - 17 Years,0.323
06/14/2021,18 - 24 Years,0.476
06/14/2021,25 - 49 Years,0.562
06/14/2021,50 - 64 Years,0.728
06/14/2021,65+ Years,0.878
06/13/2021,<2 Years,0
06/13/2021,2 - 4 Years,0
06/13/2021,5 - 11 Years,0.005
06/13/2021,12 - 17 Years,0.32
06/13/2021,18 - 24 Years,0.475
06/13/2021,25 - 49 Years,0.561
06/13/2021,50 - 64 Years,0.727
06/13/2021,65+ Years,0.877
06/12/2021,<2 Years,0
06/12/2021,2 - 4 Years,0
06/12/2021,5 - 11 Years,0.005
06/12/2021,12 - 17 Years,0.32
06/12/2021,18 - 24 Years,0.474
06/12/2021,25 - 49 Years,0.561
06/12/2021,50 - 64 Years,0.727
06/12/2021,65+ Years,0.877
06/11/2021,<2 Years,0
06/11/2021,2 - 4 Years,0
06/11/2021,5 - 11 Years,0.005
06/11/2021,12 - 17 Years,0.317
06/11/2021,18 - 24 Years,0.473
06/11/2021,25 - 49 Years,0.56
06/11/2021,50 - 64 Years,0.726
06/11/2021,65+ Years,0.877
06/10/2021,<2 Years,0
06/10/2021,2 - 4 Years,0
06/10/2021,5 - 11 Years,0.005
06/10/2021,12 - 17 Years,0.313
06/10/2021,18 - 24 Years,0.471
06/10/2021,25 - 49 Years,0.558
06/10/2021,50 - 64 Years,0.725
06/10/2021,65+ Years,0.876
06/09/2021,<2 Years,0
06/09/2021,2 - 4 Years,0
06/09/2021,5 - 11 Years,0.005
06/09/2021,12 - 17 Years,0.31
06/09/2021,18 - 24 Years,0.469
06/09/2021,25 - 49 Years,0.557
06/09/2021,50 - 64 Years,0.724
06/09/2021,65+ Years,0.876
06/08/2021,<2 Years,0
06/08/2021,2 - 4 Years,0
06/08/2021,5 - 11 Years,0.005
06/08/2021,12 - 17 Years,0.306
06/08/2021,18 - 24 Years,0.467
06/08/2021,25 - 49 Years,0.555
06/08/2021,50 - 64 Years,0.723
06/08/2021,65+ Years,0.875
06/07/2021,<2 Years,0
06/07/2021,2 - 4 Years,0
06/07/2021,5 - 11 Years,0.005
06/07/2021,12 - 17 Years,0.303
06/07/2021,18 - 24 Years,0.466
06/07/2021,25 - 49 Years,0.554
06/07/2021,50 - 64 Years,0.722
06/07/2021,65+ Years,0.874
06/06/2021,<2 Years,0
06/06/2021,2 - 4 Years,0
06/06/2021,5 - 11 Years,0.005
06/06/2021,12 - 17 Years,0.299
06/06/2021,18 - 24 Years,0.464
06/06/2021,25 - 49 Years,0.553
06/06/2021,50 - 64 Years,0.721
06/06/2021,65+ Years,0.874
06/05/2021,<2 Years,0
06/05/2021,2 - 4 Years,0
06/05/2021,5 - 11 Years,0.005
06/05/2021,12 - 17 Years,0.298
06/05/2021,18 - 24 Years,0.463
06/05/2021,25 - 49 Years,0.552
06/05/2021,50 - 64 Years,0.72
06/05/2021,65+ Years,0.874
06/04/2021,<2 Years,0
06/04/2021,2 - 4 Years,0
06/04/2021,5 - 11 Years,0.004
06/04/2021,12 - 17 Years,0.294
06/04/2021,18 - 24 Years,0.462
06/04/2021,25 - 49 Years,0.551
06/04/2021,50 - 64 Years,0.72
06/04/2021,65+ Years,0.873
06/03/2021,<2 Years,0
06/03/2021,2 - 4 Years,0
06/03/2021,5 - 11 Years,0.004
06/03/2021,12 - 17 Years,0.289
06/03/2021,18 - 24 Years,0.46
06/03/2021,25 - 49 Years,0.549
06/03/2021,50 - 64 Years,0.718
06/03/2021,65+ Years,0.873
06/02/2021,<2 Years,0
06/02/2021,2 - 4 Years,0
06/02/2021,5 - 11 Years,0.004
06/02/2021,12 - 17 Years,0.285
06/02/2021,18 - 24 Years,0.457
06/02/2021,25 - 49 Years,0.547
06/02/2021,50 - 64 Years,0.717
06/02/2021,65+ Years,0.872
06/01/2021,<2 Years,0
06/01/2021,2 - 4 Years,0
06/01/2021,5 - 11 Years,0.004
06/01/2021,12 - 17 Years,0.281
06/01/2021,18 - 24 Years,0.455
06/01/2021,25 - 49 Years,0.546
06/01/2021,50 - 64 Years,0.716
06/01/2021,65+ Years,0.871
05/31/2021,<2 Years,0
05/31/2021,2 - 4 Years,0
05/31/2021,5 - 11 Years,0.004
05/31/2021,12 - 17 Years,0.276
05/31/2021,18 - 24 Years,0.453
05/31/2021,25 - 49 Years,0.544
05/31/2021,50 - 64 Years,0.714
05/31/2021,65+ Years,0.871
05/30/2021,<2 Years,0
05/30/2021,2 - 4 Years,0
05/30/2021,5 - 11 Years,0.004
05/30/2021,12 - 17 Years,0.276
05/30/2021,18 - 24 Years,0.452
05/30/2021,25 - 49 Years,0.543
05/30/2021,50 - 64 Years,0.714
05/30/2021,65+ Years,0.871
05/29/2021,<2 Years,0
05/29/2021,2 - 4 Years,0
05/29/2021,5 - 11 Years,0.004
05/29/2021,12 - 17 Years,0.274
05/29/2021,18 - 24 Years,0.451
05/29/2021,25 - 49 Years,0.543
05/29/2021,50 - 64 Years,0.713
05/29/2021,65+ Years,0.87
05/28/2021,<2 Years,0
05/28/2021,2 - 4 Years,0
05/28/2021,5 - 11 Years,0.004
05/28/2021,12 - 17 Years,0.27
05/28/2021,18 - 24 Years,0.45
05/28/2021,25 - 49 Years,0.541
05/28/2021,50 - 64 Years,0.712
05/28/2021,65+ Years,0.87
05/27/2021,<2 Years,0
05/27/2021,2 - 4 Years,0
05/27/2021,5 - 11 Years,0.004
05/27/2021,12 - 17 Years,0.264
05/27/2021,18 - 24 Years,0.447
05/27/2021,25 - 49 Years,0.539
05/27/2021,50 - 64 Years,0.711
05/27/2021,65+ Years,0.869
05/26/2021,<2 Years,0
05/26/2021,2 - 4 Years,0
05/26/2021,5 - 11 Years,0.004
05/26/2021,12 - 17 Years,0.258
05/26/2021,18 - 24 Years,0.444
05/26/2021,25 - 49 Years,0.537
05/26/2021,50 - 64 Years,0.709
05/26/2021,65+ Years,0.869
05/25/2021,<2 Years,0
05/25/2021,2 - 4 Years,0
05/25/2021,5 - 11 Years,0.003
05/25/2021,12 - 17 Years,0.251
05/25/2021,18 - 24 Years,0.441
05/25/2021,25 - 49 Years,0.535
05/25/2021,50 - 64 Years,0.707
05/25/2021,65+ Years,0.868
05/24/2021,<2 Years,0
05/24/2021,2 - 4 Years,0
05/24/2021,5 - 11 Years,0.003
05/24/2021,12 - 17 Years,0.245
05/24/2021,18 - 24 Years,0.438
05/24/2021,25 - 49 Years,0.533
05/24/2021,50 - 64 Years,0.706
05/24/2021,65+ Years,0.867
05/23/2021,<2 Years,0
05/23/2021,2 - 4 Years,0
05/23/2021,5 - 11 Years,0.003
05/23/2021,12 - 17 Years,0.239
05/23/2021,18 - 24 Years,0.435
05/23/2021,25 - 49 Years,0.53
05/23/2021,50 - 64 Years,0.704
05/23/2021,65+ Years,0.866
05/22/2021,<2 Years,0
05/22/2021,2 - 4 Years,0
05/22/2021,5 - 11 Years,0.003
05/22/2021,12 - 17 Years,0.235
05/22/2021,18 - 24 Years,0.434
05/22/2021,25 - 49 Years,0.529
05/22/2021,50 - 64 Years,0.703
05/22/2021,65+ Years,0.866
05/21/2021,<2 Years,0
05/21/2021,2 - 4 Years,0
05/21/2021,5 - 11 Years,0.003
05/21/2021,12 - 17 Years,0.224
05/21/2021,18 - 24 Years,0.431
05/21/2021,25 - 49 Years,0.527
05/21/2021,50 - 64 Years,0.701
05/21/2021,65+ Years,0.865
05/20/2021,<2 Years,0
05/20/2021,2 - 4 Years,0
05/20/2021,5 - 11 Years,0.003
05/20/2021,12 - 17 Years,0.213
05/20/2021,18 - 24 Years,0.428
05/20/2021,25 - 49 Years,0.524
05/20/2021,50 - 64 Years,0.699
05/20/2021,65+ Years,0.864
05/19/2021,<2 Years,0
05/19/2021,2 - 4 Years,0
05/19/2021,5 - 11 Years,0.002
05/19/2021,12 - 17 Years,0.202
05/19/2021,18 - 24 Years,0.424
05/19/2021,25 - 49 Years,0.521
05/19/2021,50 - 64 Years,0.697
05/19/2021,65+ Years,0.863
05/18/2021,<2 Years,0
05/18/2021,2 - 4 Years,0
05/18/2021,5 - 11 Years,0.002
05/18/2021,12 - 17 Years,0.189
05/18/2021,18 - 24 Years,0.42
05/18/2021,25 - 49 Years,0.518
05/18/2021,50 - 64 Years,0.694
05/18/2021,65+ Years,0.862
05/17/2021,<2 Years,0
05/17/2021,2 - 4 Years,0
05/17/2021,5 - 11 Years,0.002
05/17/2021,12 - 17 Years,0.177
05/17/2021,18 - 24 Years,0.416
05/17/2021,25 - 49 Years,0.515
05/17/2021,50 - 64 Years,0.692
05/17/2021,65+ Years,0.861
05/16/2021,<2 Years,0
05/16/2021,2 - 4 Years,0
05/16/2021,5 - 11 Years,0.002
05/16/2021,12 - 17 Years,0.165
05/16/2021,18 - 24 Years,0.413
05/16/2021,25 - 49 Years,0.513
05/16/2021,50 - 64 Years,0.69
05/16/2021,65+ Years,0.86
05/15/2021,<2 Years,0
05/15/2021,2 - 4 Years,0
05/15/2021,5 - 11 Years,0.001
05/15/2021,12 - 17 Years,0.157
05/15/2021,18 - 24 Years,0.411
05/15/2021,25 - 49 Years,0.511
05/15/2021,50 - 64 Years,0.689
05/15/2021,65+ Years,0.859
05/14/2021,<2 Years,0
05/14/2021,2 - 4 Years,0
05/14/2021,5 - 11 Years,0.001
05/14/2021,12 - 17 Years,0.141
05/14/2021,18 - 24 Years,0.409
05/14/2021,25 - 49 Years,0.509
05/14/2021,50 - 64 Years,0.687
05/14/2021,65+ Years,0.859
05/13/2021,<2 Years,0
05/13/2021,2 - 4 Years,0
05/13/2021,5 - 11 Years,0.001
05/13/2021,12 - 17 Years,0.125
05/13/2021,18 - 24 Years,0.405
05/13/2021,25 - 49 Years,0.506
05/13/2021,50 - 64 Years,0.684
05/13/2021,65+ Years,0.857
05/12/2021,<2 Years,0
05/12/2021,2 - 4 Years,0
05/12/2021,5 - 11 Years,0
05/12/2021,12 - 17 Years,0.112
05/12/2021,18 - 24 Years,0.402
05/12/2021,25 - 49 Years,0.503
05/12/2021,50 - 64 Years,0.682
05/12/2021,65+ Years,0.856
05/11/2021,<2 Years,0
05/11/2021,2 - 4 Years,0
05/11/2021,5 - 11 Years,0
05/11/2021,12 - 17 Years,0.109
05/11/2021,18 - 24 Years,0.398
05/11/2021,25 - 49 Years,0.501
05/11/2021,50 - 64 Years,0.68
05/11/2021,65+ Years,0.855
05/10/2021,<2 Years,0
05/10/2021,2 - 4 Years,0
05/10/2021,5 - 11 Years,0
05/10/2021,12 - 17 Years,0.107
05/10/2021,18 - 24 Years,0.395
05/10/2021,25 - 49 Years,0.498
05/10/2021,50 - 64 Years,0.677
05/10/2021,65+ Years,0.854
05/09/2021,<2 Years,0
05/09/2021,2 - 4 Years,0
05/09/2021,5 - 11 Years,0
05/09/2021,12 - 17 Years,0.106
05/09/2021,18 - 24 Years,0.392
05/09/2021,25 - 49 Years,0.496
05/09/2021,50 - 64 Years,0.675
05/09/2021,65+ Years,0.853
05/08/2021,<2 Years,0
05/08/2021,2 - 4 Years,0
05/08/2021,5 - 11 Years,0
05/08/2021,12 - 17 Years,0.106
05/08/2021,18 - 24 Years,0.391
05/08/2021,25 - 49 Years,0.495
05/08/2021,50 - 64 Years,0.675
05/08/2021,65+ Years,0.853
05/07/2021,<2 Years,0
05/07/2021,2 - 4 Years,0
05/07/2021,5 - 11 Years,0
05/07/2021,12 - 17 Years,0.105
05/07/2021,18 - 24 Years,0.389
05/07/2021,25 - 49 Years,0.493
05/07/2021,50 - 64 Years,0.673
05/07/2021,65+ Years,0.852
05/06/2021,<2 Years,0
05/06/2021,2 - 4 Years,0
05/06/2021,5 - 11 Years,0
05/06/2021,12 - 17 Years,0.103
05/06/2021,18 - 24 Years,0.385
05/06/2021,25 - 49 Years,0.49
05/06/2021,50 - 64 Years,0.67
05/06/2021,65+ Years,0.85
05/05/2021,<2 Years,0
05/05/2021,2 - 4 Years,0
05/05/2021,5 - 11 Years,0
05/05/2021,12 - 17 Years,0.101
05/05/2021,18 - 24 Years,0.381
05/05/2021,25 - 49 Years,0.487
05/05/2021,50 - 64 Years,0.667
05/05/2021,65+ Years,0.849
05/04/2021,<2 Years,0
05/04/2021,2 - 4 Years,0
05/04/2021,5 - 11 Years,0
05/04/2021,12 - 17 Years,0.099
05/04/2021,18 - 24 Years,0.377
05/04/2021,25 - 49 Years,0.483
05/04/2021,50 - 64 Years,0.664
05/04/2021,65+ Years,0.847
05/03/2021,<2 Years,0
05/03/2021,2 - 4 Years,0
05/03/2021,5 - 11 Years,0
05/03/2021,12 - 17 Years,0.098
05/03/2021,18 - 24 Years,0.373
05/03/2021,25 - 49 Years,0.48
05/03/2021,50 - 64 Years,0.661
05/03/2021,65+ Years,0.846
05/02/2021,<2 Years,0
05/02/2021,2 - 4 Years,0
05/02/2021,5 - 11 Years,0
05/02/2021,12 - 17 Years,0.097
05/02/2021,18 - 24 Years,0.37
05/02/2021,25 - 49 Years,0.477
05/02/2021,50 - 64 Years,0.658
05/02/2021,65+ Years,0.845
05/01/2021,<2 Years,0
05/01/2021,2 - 4 Years,0
05/01/2021,5 - 11 Years,0
05/01/2021,12 - 17 Years,0.096
05/01/2021,18 - 24 Years,0.368
05/01/2021,25 - 49 Years,0.476
05/01/2021,50 - 64 Years,0.657
05/01/2021,65+ Years,0.844
04/30/2021,<2 Years,0
04/30/2021,2 - 4 Years,0
04/30/2021,5 - 11 Years,0
04/30/2021,12 - 17 Years,0.093
04/30/2021,18 - 24 Years,0.365
04/30/2021,25 - 49 Years,0.473
04/30/2021,50 - 64 Years,0.654
04/30/2021,65+ Years,0.843
04/29/2021,<2 Years,0
04/29/2021,2 - 4 Years,0
04/29/2021,5 - 11 Years,0
04/29/2021,12 - 17 Years,0.091
04/29/2021,18 - 24 Years,0.36
04/29/2021,25 - 49 Years,0.468
04/29/2021,50 - 64 Years,0.65
04/29/2021,65+ Years,0.842
04/28/2021,<2 Years,0
04/28/2021,2 - 4 Years,0
04/28/2021,5 - 11 Years,0
04/28/2021,12 - 17 Years,0.088
04/28/2021,18 - 24 Years,0.354
04/28/2021,25 - 49 Years,0.463
04/28/2021,50 - 64 Years,0.646
04/28/2021,65+ Years,0.84
04/27/2021,<2 Years,0
04/27/2021,2 - 4 Years,0
04/27/2021,5 - 11 Years,0
04/27/2021,12 - 17 Years,0.086
04/27/2021,18 - 24 Years,0.349
04/27/2021,25 - 49 Years,0.458
04/27/2021,50 - 64 Years,0.642
04/27/2021,65+ Years,0.838
04/26/2021,<2 Years,0
04/26/2021,2 - 4 Years,0
04/26/2021,5 - 11 Years,0
04/26/2021,12 - 17 Years,0.083
04/26/2021,18 - 24 Years,0.343
04/26/2021,25 - 49 Years,0.453
04/26/2021,50 - 64 Years,0.637
04/26/2021,65+ Years,0.836
04/25/2021,<2 Years,0
04/25/2021,2 - 4 Years,0
04/25/2021,5 - 11 Years,0
04/25/2021,12 - 17 Years,0.081
04/25/2021,18 - 24 Years,0.339
04/25/2021,25 - 49 Years,0.449
04/25/2021,50 - 64 Years,0.634
04/25/2021,65+ Years,0.834
04/24/2021,<2 Years,0
04/24/2021,2 - 4 Years,0
04/24/2021,5 - 11 Years,0
04/24/2021,12 - 17 Years,0.079
04/24/2021,18 - 24 Years,0.336
04/24/2021,25 - 49 Years,0.447
04/24/2021,50 - 64 Years,0.632
04/24/2021,65+ Years,0.834
04/23/2021,<2 Years,0
04/23/2021,2 - 4 Years,0
04/23/2021,5 - 11 Years,0
04/23/2021,12 - 17 Years,0.076
04/23/2021,18 - 24 Years,0.331
04/23/2021,25 - 49 Years,0.443
04/23/2021,50 - 64 Years,0.629
04/23/2021,65+ Years,0.833
04/22/2021,<2 Years,0
04/22/2021,2 - 4 Years,0
04/22/2021,5 - 11 Years,0
04/22/2021,12 - 17 Years,0.073
04/22/2021,18 - 24 Years,0.325
04/22/2021,25 - 49 Years,0.437
04/22/2021,50 - 64 Years,0.623
04/22/2021,65+ Years,0.831
04/21/2021,<2 Years,0
04/21/2021,2 - 4 Years,0
04/21/2021,5 - 11 Years,0
04/21/2021,12 - 17 Years,0.07
04/21/2021,18 - 24 Years,0.318
04/21/2021,25 - 49 Years,0.431
04/21/2021,50 - 64 Years,0.618
04/21/2021,65+ Years,0.829
04/20/2021,<2 Years,0
04/20/2021,2 - 4 Years,0
04/20/2021,5 - 11 Years,0
04/20/2021,12 - 17 Years,0.066
04/20/2021,18 - 24 Years,0.311
04/20/2021,25 - 49 Years,0.425
04/20/2021,50 - 64 Years,0.613
04/20/2021,65+ Years,0.827
04/19/2021,<2 Years,0
04/19/2021,2 - 4 Years,0
04/19/2021,5 - 11 Years,0
04/19/2021,12 - 17 Years,0.063
04/19/2021,18 - 24 Years,0.304
04/19/2021,25 - 49 Years,0.419
04/19/2021,50 - 64 Years,0.608
04/19/2021,65+ Years,0.825
04/18/2021,<2 Years,0
04/18/2021,2 - 4 Years,0
04/18/2021,5 - 11 Years,0
04/18/2021,12 - 17 Years,0.061
04/18/2021,18 - 24 Years,0.299
04/18/2021,25 - 49 Years,0.414
04/18/2021,50 - 64 Years,0.604
04/18/2021,65+ Years,0.823
04/17/2021,<2 Years,0
04/17/2021,2 - 4 Years,0
04/17/2021,5 - 11 Years,0
04/17/2021,12 - 17 Years,0.059
04/17/2021,18 - 24 Years,0.296
04/17/2021,25 - 49 Years,0.412
04/17/2021,50 - 64 Years,0.602
04/17/2021,65+ Years,0.822
04/16/2021,<2 Years,0
04/16/2021,2 - 4 Years,0
04/16/2021,5 - 11 Years,0
04/16/2021,12 - 17 Years,0.056
04/16/2021,18 - 24 Years,0.29
04/16/2021,25 - 49 Years,0.406
04/16/2021,50 - 64 Years,0.598
04/16/2021,65+ Years,0.821
04/15/2021,<2 Years,0
04/15/2021,2 - 4 Years,0
04/15/2021,5 - 11 Years,0
04/15/2021,12 - 17 Years,0.053
04/15/2021,18 - 24 Years,0.282
04/15/2021,25 - 49 Years,0.399
04/15/2021,50 - 64 Years,0.592
04/15/2021,65+ Years,0.819
04/14/2021,<2 Years,0
04/14/2021,2 - 4 Years,0
04/14/2021,5 - 11 Years,0
04/14/2021,12 - 17 Years,0.049
04/14/2021,18 - 24 Years,0.273
04/14/2021,25 - 49 Years,0.391
04/14/2021,50 - 64 Years,0.585
04/14/2021,65+ Years,0.816
04/13/2021,<2 Years,0
04/13/2021,2 - 4 Years,0
04/13/2021,5 - 11 Years,0
04/13/2021,12 - 17 Years,0.046
04/13/2021,18 - 24 Years,0.265
04/13/2021,25 - 49 Years,0.384
04/13/2021,50 - 64 Years,0.578
04/13/2021,65+ Years,0.814
04/12/2021,<2 Years,0
04/12/2021,2 - 4 Years,0
04/12/2021,5 - 11 Years,0
04/12/2021,12 - 17 Years,0.043
04/12/2021,18 - 24 Years,0.257
04/12/2021,25 - 49 Years,0.376
04/12/2021,50 - 64 Years,0.571
04/12/2021,65+ Years,0.811
04/11/2021,<2 Years,0
04/11/2021,2 - 4 Years,0
04/11/2021,5 - 11 Years,0
04/11/2021,12 - 17 Years,0.041
04/11/2021,18 - 24 Years,0.249
04/11/2021,25 - 49 Years,0.369
04/11/2021,50 - 64 Years,0.564
04/11/2021,65+ Years,0.808
04/10/2021,<2 Years,0
04/10/2021,2 - 4 Years,0
04/10/2021,5 - 11 Years,0
04/10/2021,12 - 17 Years,0.04
04/10/2021,18 - 24 Years,0.245
04/10/2021,25 - 49 Years,0.366
04/10/2021,50 - 64 Years,0.561
04/10/2021,65+ Years,0.807
04/09/2021,<2 Years,0
04/09/2021,2 - 4 Years,0
04/09/2021,5 - 11 Years,0
04/09/2021,12 - 17 Years,0.037
04/09/2021,18 - 24 Years,0.237
04/09/2021,25 - 49 Years,0.358
04/09/2021,50 - 64 Years,0.553
04/09/2021,65+ Years,0.805
04/08/2021,<2 Years,0
04/08/2021,2 - 4 Years,0
04/08/2021,5 - 11 Years,0
04/08/2021,12 - 17 Years,0.034
04/08/2021,18 - 24 Years,0.226
04/08/2021,25 - 49 Years,0.348
04/08/2021,50 - 64 Years,0.542
04/08/2021,65+ Years,0.801
04/07/2021,<2 Years,0
04/07/2021,2 - 4 Years,0
04/07/2021,5 - 11 Years,0
04/07/2021,12 - 17 Years,0.031
04/07/2021,18 - 24 Years,0.215
04/07/2021,25 - 49 Years,0.337
04/07/2021,50 - 64 Years,0.531
04/07/2021,65+ Years,0.796
04/06/2021,<2 Years,0
04/06/2021,2 - 4 Years,0
04/06/2021,5 - 11 Years,0
04/06/2021,12 - 17 Years,0.029
04/06/2021,18 - 24 Years,0.204
04/06/2021,25 - 49 Years,0.327
04/06/2021,50 - 64 Years,0.519
04/06/2021,65+ Years,0.792
04/05/2021,<2 Years,0
04/05/2021,2 - 4 Years,0
04/05/2021,5 - 11 Years,0
04/05/2021,12 - 17 Years,0.026
04/05/2021,18 - 24 Years,0.195
04/05/2021,25 - 49 Years,0.317
04/05/2021,50 - 64 Years,0.508
04/05/2021,65+ Years,0.787
04/04/2021,<2 Years,0
04/04/2021,2 - 4 Years,0
04/04/2021,5 - 11 Years,0
04/04/2021,12 - 17 Years,0.025
04/04/2021,18 - 24 Years,0.188
04/04/2021,25 - 49 Years,0.31
04/04/2021,50 - 64 Years,0.5
04/04/2021,65+ Years,0.784
04/03/2021,<2 Years,0
04/03/2021,2 - 4 Years,0
04/03/2021,5 - 11 Years,0
04/03/2021,12 - 17 Years,0.024
04/03/2021,18 - 24 Years,0.187
04/03/2021,25 - 49 Years,0.308
04/03/2021,50 - 64 Years,0.498
